source synth/list_parts.tcl
# puts [format "%-24s %-14s %-8s %s" PART PACKAGE SPEED DEVICE]
PART                     PACKAGE        SPEED    DEVICE
# foreach part [lsort [get_parts]] {
#     set pkg    [get_property PACKAGE     [get_parts $part]]
#     set speed  [get_property SPEED       [get_parts $part]]
#     set device [get_property DEVICE      [get_parts $part]]
#     puts [format "%-24s %-14s %-8s %s" $part $pkg $speed $device]
# }
xc7k325tfbv676-2L        fbv676         -2L      xc7k325t
xc7k325tfbv676-3         fbv676         -3       xc7k325t
xc7k325tfbv900-1         fbv900         -1       xc7k325t
xc7k325tfbv900-2         fbv900         -2       xc7k325t
xc7k325tfbv900-2L        fbv900         -2L      xc7k325t
xc7k325tfbv900-3         fbv900         -3       xc7k325t
xc7k325tffg676-1         ffg676         -1       xc7k325t
xc7k325tffg676-2         ffg676         -2       xc7k325t
xc7k325tffg676-2L        ffg676         -2L      xc7k325t
xc7k325tffg676-3         ffg676         -3       xc7k325t
xc7k325tffg900-1         ffg900         -1       xc7k325t
xc7k325tffg900-2         ffg900         -2       xc7k325t
xc7k325tffg900-2L        ffg900         -2L      xc7k325t
xc7k325tffg900-3         ffg900         -3       xc7k325t
xc7k325tffv676-1         ffv676         -1       xc7k325t
xc7k325tffv676-2         ffv676         -2       xc7k325t
xc7k325tffv676-2L        ffv676         -2L      xc7k325t
xc7k325tffv676-3         ffv676         -3       xc7k325t
xc7k325tffv900-1         ffv900         -1       xc7k325t
xc7k325tffv900-2         ffv900         -2       xc7k325t
xc7k325tffv900-2L        ffv900         -2L      xc7k325t
xc7k325tffv900-3         ffv900         -3       xc7k325t
xc7k325tifbg676-2L       fbg676         -2L      xc7k325ti
xc7k325tifbg900-2L       fbg900         -2L      xc7k325ti
xc7k325tifbv676-2L       fbv676         -2L      xc7k325ti
xc7k325tifbv900-2L       fbv900         -2L      xc7k325ti
xc7k325tiffg676-2L       ffg676         -2L      xc7k325ti
xc7k325tiffg900-2L       ffg900         -2L      xc7k325ti
xc7k325tiffv676-2L       ffv676         -2L      xc7k325ti
xc7k325tiffv900-2L       ffv900         -2L      xc7k325ti
xc7k325tlfbg676-2L       fbg676         -2L      xc7k325tl
xc7k325tlfbg900-2L       fbg900         -2L      xc7k325tl
xc7k325tlfbv676-2L       fbv676         -2L      xc7k325tl
xc7k325tlfbv900-2L       fbv900         -2L      xc7k325tl
xc7k325tlffg676-2L       ffg676         -2L      xc7k325tl
xc7k325tlffg900-2L       ffg900         -2L      xc7k325tl
xc7k325tlffv676-2L       ffv676         -2L      xc7k325tl
xc7k325tlffv900-2L       ffv900         -2L      xc7k325tl
xc7k355tffg901-1         ffg901         -1       xc7k355t
xc7k355tffg901-2         ffg901         -2       xc7k355t
xc7k355tffg901-2L        ffg901         -2L      xc7k355t
xc7k355tffg901-3         ffg901         -3       xc7k355t
xc7k355tffv901-1         ffv901         -1       xc7k355t
xc7k355tffv901-2         ffv901         -2       xc7k355t
xc7k355tffv901-2L        ffv901         -2L      xc7k355t
xc7k355tffv901-3         ffv901         -3       xc7k355t
xc7k355tiffg901-2L       ffg901         -2L      xc7k355ti
xc7k355tiffv901-2L       ffv901         -2L      xc7k355ti
xc7k355tlffg901-2L       ffg901         -2L      xc7k355tl
xc7k355tlffv901-2L       ffv901         -2L      xc7k355tl
xc7k410tfbg676-1         fbg676         -1       xc7k410t
xc7k410tfbg676-2         fbg676         -2       xc7k410t
xc7k410tfbg676-2L        fbg676         -2L      xc7k410t
xc7k410tfbg676-3         fbg676         -3       xc7k410t
xc7k410tfbg900-1         fbg900         -1       xc7k410t
xc7k410tfbg900-2         fbg900         -2       xc7k410t
xc7k410tfbg900-2L        fbg900         -2L      xc7k410t
xc7k410tfbg900-3         fbg900         -3       xc7k410t
xc7k410tfbv676-1         fbv676         -1       xc7k410t
xc7k410tfbv676-2         fbv676         -2       xc7k410t
xc7k410tfbv676-2L        fbv676         -2L      xc7k410t
xc7k410tfbv676-3         fbv676         -3       xc7k410t
xc7k410tfbv900-1         fbv900         -1       xc7k410t
xc7k410tfbv900-2         fbv900         -2       xc7k410t
xc7k410tfbv900-2L        fbv900         -2L      xc7k410t
xc7k410tfbv900-3         fbv900         -3       xc7k410t
xc7k410tffg676-1         ffg676         -1       xc7k410t
xc7k410tffg676-2         ffg676         -2       xc7k410t
xc7k410tffg676-2L        ffg676         -2L      xc7k410t
xc7k410tffg676-3         ffg676         -3       xc7k410t
xc7k410tffg900-1         ffg900         -1       xc7k410t
xc7k410tffg900-2         ffg900         -2       xc7k410t
xc7k410tffg900-2L        ffg900         -2L      xc7k410t
xc7k410tffg900-3         ffg900         -3       xc7k410t
xc7k410tffv676-1         ffv676         -1       xc7k410t
xc7k410tffv676-2         ffv676         -2       xc7k410t
xc7k410tffv676-2L        ffv676         -2L      xc7k410t
xc7k410tffv676-3         ffv676         -3       xc7k410t
xc7k410tffv900-1         ffv900         -1       xc7k410t
xc7k410tffv900-2         ffv900         -2       xc7k410t
xc7k410tffv900-2L        ffv900         -2L      xc7k410t
xc7k410tffv900-3         ffv900         -3       xc7k410t
xc7k410tifbg676-2L       fbg676         -2L      xc7k410ti
xc7k410tifbg900-2L       fbg900         -2L      xc7k410ti
xc7k410tifbv676-2L       fbv676         -2L      xc7k410ti
xc7k410tifbv900-2L       fbv900         -2L      xc7k410ti
xc7k410tiffg676-2L       ffg676         -2L      xc7k410ti
xc7k410tiffg900-2L       ffg900         -2L      xc7k410ti
xc7k410tiffv676-2L       ffv676         -2L      xc7k410ti
xc7k410tiffv900-2L       ffv900         -2L      xc7k410ti
xc7k410tlfbg676-2L       fbg676         -2L      xc7k410tl
xc7k410tlfbg900-2L       fbg900         -2L      xc7k410tl
xc7k410tlfbv676-2L       fbv676         -2L      xc7k410tl
xc7k410tlfbv900-2L       fbv900         -2L      xc7k410tl
xc7k410tlffg676-2L       ffg676         -2L      xc7k410tl
xc7k410tlffg900-2L       ffg900         -2L      xc7k410tl
xc7k410tlffv676-2L       ffv676         -2L      xc7k410tl
xc7k410tlffv900-2L       ffv900         -2L      xc7k410tl
xc7k420tffg1156-1        ffg1156        -1       xc7k420t
xc7k420tffg1156-2        ffg1156        -2       xc7k420t
xc7k420tffg1156-2L       ffg1156        -2L      xc7k420t
xc7k420tffg1156-3        ffg1156        -3       xc7k420t
xc7k420tffg901-1         ffg901         -1       xc7k420t
xc7k420tffg901-2         ffg901         -2       xc7k420t
xc7k420tffg901-2L        ffg901         -2L      xc7k420t
xc7k420tffg901-3         ffg901         -3       xc7k420t
xc7k420tffv1156-1        ffv1156        -1       xc7k420t
xc7k420tffv1156-2        ffv1156        -2       xc7k420t
xc7k420tffv1156-2L       ffv1156        -2L      xc7k420t
xc7k420tffv1156-3        ffv1156        -3       xc7k420t
xc7k420tffv901-1         ffv901         -1       xc7k420t
xc7k420tffv901-2         ffv901         -2       xc7k420t
xc7k420tffv901-2L        ffv901         -2L      xc7k420t
xc7k420tffv901-3         ffv901         -3       xc7k420t
xc7k420tiffg1156-2L      ffg1156        -2L      xc7k420ti
xc7k420tiffg901-2L       ffg901         -2L      xc7k420ti
xc7k420tiffv1156-2L      ffv1156        -2L      xc7k420ti
xc7k420tiffv901-2L       ffv901         -2L      xc7k420ti
xc7k420tlffg1156-2L      ffg1156        -2L      xc7k420tl
xc7k420tlffg901-2L       ffg901         -2L      xc7k420tl
xc7k420tlffv1156-2L      ffv1156        -2L      xc7k420tl
xc7k420tlffv901-2L       ffv901         -2L      xc7k420tl
xc7k480tffg1156-1        ffg1156        -1       xc7k480t
xc7k480tffg1156-2        ffg1156        -2       xc7k480t
xc7k480tffg1156-2L       ffg1156        -2L      xc7k480t
xc7k480tffg1156-3        ffg1156        -3       xc7k480t
xc7k480tffg901-1         ffg901         -1       xc7k480t
xc7k480tffg901-2         ffg901         -2       xc7k480t
xc7k480tffg901-2L        ffg901         -2L      xc7k480t
xc7k480tffg901-3         ffg901         -3       xc7k480t
xc7k480tffv1156-1        ffv1156        -1       xc7k480t
xc7k480tffv1156-2        ffv1156        -2       xc7k480t
xc7k480tffv1156-2L       ffv1156        -2L      xc7k480t
xc7k480tffv1156-3        ffv1156        -3       xc7k480t
xc7k480tffv901-1         ffv901         -1       xc7k480t
xc7k480tffv901-2         ffv901         -2       xc7k480t
xc7k480tffv901-2L        ffv901         -2L      xc7k480t
xc7k480tffv901-3         ffv901         -3       xc7k480t
xc7k480tiffg1156-2L      ffg1156        -2L      xc7k480ti
xc7k480tiffg901-2L       ffg901         -2L      xc7k480ti
xc7k480tiffv1156-2L      ffv1156        -2L      xc7k480ti
xc7k480tiffv901-2L       ffv901         -2L      xc7k480ti
xc7k480tlffg1156-2L      ffg1156        -2L      xc7k480tl
xc7k480tlffg901-2L       ffg901         -2L      xc7k480tl
xc7k480tlffv1156-2L      ffv1156        -2L      xc7k480tl
xc7k480tlffv901-2L       ffv901         -2L      xc7k480tl
xc7k70tfbg484-1          fbg484         -1       xc7k70t
xc7k70tfbg484-2          fbg484         -2       xc7k70t
xc7k70tfbg484-2L         fbg484         -2L      xc7k70t
xc7k70tfbg484-3          fbg484         -3       xc7k70t
xc7k70tfbg676-1          fbg676         -1       xc7k70t
xc7k70tfbg676-2          fbg676         -2       xc7k70t
xc7k70tfbg676-2L         fbg676         -2L      xc7k70t
xc7k70tfbg676-3          fbg676         -3       xc7k70t
xc7k70tfbv484-1          fbv484         -1       xc7k70t
xc7k70tfbv484-2          fbv484         -2       xc7k70t
xc7k70tfbv484-2L         fbv484         -2L      xc7k70t
xc7k70tfbv484-3          fbv484         -3       xc7k70t
xc7k70tfbv676-1          fbv676         -1       xc7k70t
xc7k70tfbv676-2          fbv676         -2       xc7k70t
xc7k70tfbv676-2L         fbv676         -2L      xc7k70t
xc7k70tfbv676-3          fbv676         -3       xc7k70t
xc7k70tlfbg484-2L        fbg484         -2L      xc7k70tl
xc7k70tlfbg676-2L        fbg676         -2L      xc7k70tl
xc7k70tlfbv484-2L        fbv484         -2L      xc7k70tl
xc7k70tlfbv676-2L        fbv676         -2L      xc7k70tl
xc7s100fgga484-1         fgga484        -1       xc7s100
xc7s100fgga484-1IL       fgga484        -1IL     xc7s100
xc7s100fgga484-1Q        fgga484        -1Q      xc7s100
xc7s100fgga484-2         fgga484        -2       xc7s100
xc7s100fgga676-1         fgga676        -1       xc7s100
xc7s100fgga676-1IL       fgga676        -1IL     xc7s100
xc7s100fgga676-1Q        fgga676        -1Q      xc7s100
xc7s100fgga676-2         fgga676        -2       xc7s100
xc7s15cpga196-1          cpga196        -1       xc7s15
xc7s15cpga196-1IL        cpga196        -1IL     xc7s15
xc7s15cpga196-1Q         cpga196        -1Q      xc7s15
xc7s15cpga196-2          cpga196        -2       xc7s15
xc7s15csga225-1          csga225        -1       xc7s15
xc7s15csga225-1IL        csga225        -1IL     xc7s15
xc7s15csga225-1Q         csga225        -1Q      xc7s15
xc7s15csga225-2          csga225        -2       xc7s15
xc7s15ftgb196-1          ftgb196        -1       xc7s15
xc7s15ftgb196-1IL        ftgb196        -1IL     xc7s15
xc7s15ftgb196-1Q         ftgb196        -1Q      xc7s15
xc7s15ftgb196-2          ftgb196        -2       xc7s15
xc7s25csga225-1          csga225        -1       xc7s25
xc7s25csga225-1IL        csga225        -1IL     xc7s25
xc7s25csga225-1Q         csga225        -1Q      xc7s25
xc7s25csga225-2          csga225        -2       xc7s25
xc7s25csga324-1          csga324        -1       xc7s25
xc7s25csga324-1IL        csga324        -1IL     xc7s25
xc7s25csga324-1Q         csga324        -1Q      xc7s25
xc7s25csga324-2          csga324        -2       xc7s25
xc7s25ftgb196-1          ftgb196        -1       xc7s25
xc7s25ftgb196-1IL        ftgb196        -1IL     xc7s25
xc7s25ftgb196-1Q         ftgb196        -1Q      xc7s25
xc7s25ftgb196-2          ftgb196        -2       xc7s25
xc7s50csga324-1          csga324        -1       xc7s50
xc7s50csga324-1IL        csga324        -1IL     xc7s50
xc7s50csga324-1Q         csga324        -1Q      xc7s50
xc7s50csga324-2          csga324        -2       xc7s50
xc7s50fgga484-1          fgga484        -1       xc7s50
xc7s50fgga484-1IL        fgga484        -1IL     xc7s50
xc7s50fgga484-1Q         fgga484        -1Q      xc7s50
xc7s50fgga484-2          fgga484        -2       xc7s50
xc7s50ftgb196-1          ftgb196        -1       xc7s50
xc7s50ftgb196-1IL        ftgb196        -1IL     xc7s50
xc7s50ftgb196-1Q         ftgb196        -1Q      xc7s50
xc7s50ftgb196-2          ftgb196        -2       xc7s50
xc7s6cpga196-1           cpga196        -1       xc7s6
xc7s6cpga196-1IL         cpga196        -1IL     xc7s6
xc7s6cpga196-1Q          cpga196        -1Q      xc7s6
xc7s6cpga196-2           cpga196        -2       xc7s6
xc7s6csga225-1           csga225        -1       xc7s6
xc7s6csga225-1IL         csga225        -1IL     xc7s6
xc7s6csga225-1Q          csga225        -1Q      xc7s6
xc7s6csga225-2           csga225        -2       xc7s6
xc7s6ftgb196-1           ftgb196        -1       xc7s6
xc7s6ftgb196-1IL         ftgb196        -1IL     xc7s6
xc7s6ftgb196-1Q          ftgb196        -1Q      xc7s6
xc7s6ftgb196-2           ftgb196        -2       xc7s6
xc7s75fgga484-1          fgga484        -1       xc7s75
xc7s75fgga484-1IL        fgga484        -1IL     xc7s75
xc7s75fgga484-1Q         fgga484        -1Q      xc7s75
xc7s75fgga484-2          fgga484        -2       xc7s75
xc7s75fgga676-1          fgga676        -1       xc7s75
xc7s75fgga676-1IL        fgga676        -1IL     xc7s75
xc7s75fgga676-1Q         fgga676        -1Q      xc7s75
xc7s75fgga676-2          fgga676        -2       xc7s75
xc7v2000tfhg1761-1       fhg1761        -1       xc7v2000t
xc7v2000tfhg1761-2       fhg1761        -2       xc7v2000t
xc7v2000tfhg1761-2G      fhg1761        -2G      xc7v2000t
xc7v2000tfhg1761-2L      fhg1761        -2L      xc7v2000t
xc7v2000tflg1925-1       flg1925        -1       xc7v2000t
xc7v2000tflg1925-2       flg1925        -2       xc7v2000t
xc7v2000tflg1925-2G      flg1925        -2G      xc7v2000t
xc7v2000tflg1925-2L      flg1925        -2L      xc7v2000t
xc7v585tffg1157-1        ffg1157        -1       xc7v585t
xc7v585tffg1157-2        ffg1157        -2       xc7v585t
xc7v585tffg1157-2L       ffg1157        -2L      xc7v585t
xc7v585tffg1157-3        ffg1157        -3       xc7v585t
xc7v585tffg1761-1        ffg1761        -1       xc7v585t
xc7v585tffg1761-2        ffg1761        -2       xc7v585t
xc7v585tffg1761-2L       ffg1761        -2L      xc7v585t
xc7v585tffg1761-3        ffg1761        -3       xc7v585t
xc7vh580tflg1155-1       flg1155        -1       xc7vh580t
xc7vh580tflg1155-2       flg1155        -2       xc7vh580t
xc7vh580tflg1155-2G      flg1155        -2G      xc7vh580t
xc7vh580tflg1155-2L      flg1155        -2L      xc7vh580t
xc7vh580tflg1931-1       flg1931        -1       xc7vh580t
xc7vh580tflg1931-2       flg1931        -2       xc7vh580t
xc7vh580tflg1931-2G      flg1931        -2G      xc7vh580t
xc7vh580tflg1931-2L      flg1931        -2L      xc7vh580t
xc7vh580thcg1155-1       hcg1155        -1       xc7vh580t
xc7vh580thcg1155-2       hcg1155        -2       xc7vh580t
xc7vh580thcg1155-2G      hcg1155        -2G      xc7vh580t
xc7vh580thcg1155-2L      hcg1155        -2L      xc7vh580t
xc7vh580thcg1931-1       hcg1931        -1       xc7vh580t
xc7vh580thcg1931-2       hcg1931        -2       xc7vh580t
xc7vh580thcg1931-2G      hcg1931        -2G      xc7vh580t
xc7vh580thcg1931-2L      hcg1931        -2L      xc7vh580t
xc7vh870tflg1932-1       flg1932        -1       xc7vh870t
xc7vh870tflg1932-2       flg1932        -2       xc7vh870t
xc7vh870tflg1932-2G      flg1932        -2G      xc7vh870t
xc7vh870tflg1932-2L      flg1932        -2L      xc7vh870t
xc7vh870thcg1932-1       hcg1932        -1       xc7vh870t
xc7vh870thcg1932-2       hcg1932        -2       xc7vh870t
xc7vh870thcg1932-2G      hcg1932        -2G      xc7vh870t
xc7vh870thcg1932-2L      hcg1932        -2L      xc7vh870t
xc7vx1140tflg1926-1      flg1926        -1       xc7vx1140t
xc7vx1140tflg1926-2      flg1926        -2       xc7vx1140t
xc7vx1140tflg1926-2G     flg1926        -2G      xc7vx1140t
xc7vx1140tflg1926-2L     flg1926        -2L      xc7vx1140t
xc7vx1140tflg1928-1      flg1928        -1       xc7vx1140t
xc7vx1140tflg1928-2      flg1928        -2       xc7vx1140t
xc7vx1140tflg1928-2G     flg1928        -2G      xc7vx1140t
xc7vx1140tflg1928-2L     flg1928        -2L      xc7vx1140t
xc7vx1140tflg1930-1      flg1930        -1       xc7vx1140t
xc7vx1140tflg1930-2      flg1930        -2       xc7vx1140t
xc7vx1140tflg1930-2G     flg1930        -2G      xc7vx1140t
xc7vx1140tflg1930-2L     flg1930        -2L      xc7vx1140t
xc7vx330tffg1157-1       ffg1157        -1       xc7vx330t
xc7vx330tffg1157-2       ffg1157        -2       xc7vx330t
xc7vx330tffg1157-2L      ffg1157        -2L      xc7vx330t
xc7vx330tffg1157-3       ffg1157        -3       xc7vx330t
xc7vx330tffg1761-1       ffg1761        -1       xc7vx330t
xc7vx330tffg1761-2       ffg1761        -2       xc7vx330t
xc7vx330tffg1761-2L      ffg1761        -2L      xc7vx330t
xc7vx330tffg1761-3       ffg1761        -3       xc7vx330t
xc7vx330tffv1157-1       ffv1157        -1       xc7vx330t
xc7vx330tffv1157-2       ffv1157        -2       xc7vx330t
xc7vx330tffv1157-2L      ffv1157        -2L      xc7vx330t
xc7vx330tffv1157-3       ffv1157        -3       xc7vx330t
xc7vx330tffv1761-1       ffv1761        -1       xc7vx330t
xc7vx330tffv1761-2       ffv1761        -2       xc7vx330t
xc7vx330tffv1761-2L      ffv1761        -2L      xc7vx330t
xc7vx330tffv1761-3       ffv1761        -3       xc7vx330t
xc7vx415t_CIVffg1157-2   ffg1157        -2       xc7vx415t_CIV
xc7vx415t_CIVffg1157-2L  ffg1157        -2L      xc7vx415t_CIV
xc7vx415t_CIVffg1157-3   ffg1157        -3       xc7vx415t_CIV
xc7vx415t_CIVffg1158-2   ffg1158        -2       xc7vx415t_CIV
xc7vx415t_CIVffg1158-2L  ffg1158        -2L      xc7vx415t_CIV
xc7vx415t_CIVffg1158-3   ffg1158        -3       xc7vx415t_CIV
xc7vx415t_CIVffg1927-2   ffg1927        -2       xc7vx415t_CIV
xc7vx415t_CIVffg1927-2L  ffg1927        -2L      xc7vx415t_CIV
xc7vx415t_CIVffg1927-3   ffg1927        -3       xc7vx415t_CIV
xc7vx415t_CIVffv1157-2   ffv1157        -2       xc7vx415t_CIV
xc7vx415t_CIVffv1157-2L  ffv1157        -2L      xc7vx415t_CIV
xc7vx415t_CIVffv1157-3   ffv1157        -3       xc7vx415t_CIV
xc7vx415t_CIVffv1158-2   ffv1158        -2       xc7vx415t_CIV
xc7vx415t_CIVffv1158-2L  ffv1158        -2L      xc7vx415t_CIV
xc7vx415t_CIVffv1158-3   ffv1158        -3       xc7vx415t_CIV
xc7vx415t_CIVffv1927-2   ffv1927        -2       xc7vx415t_CIV
xc7vx415t_CIVffv1927-2L  ffv1927        -2L      xc7vx415t_CIV
xc7vx415t_CIVffv1927-3   ffv1927        -3       xc7vx415t_CIV
xc7vx415tffg1157-1       ffg1157        -1       xc7vx415t
xc7vx415tffg1157-2       ffg1157        -2       xc7vx415t
xc7vx415tffg1157-2L      ffg1157        -2L      xc7vx415t
xc7vx415tffg1157-3       ffg1157        -3       xc7vx415t
xc7vx415tffg1158-1       ffg1158        -1       xc7vx415t
xc7vx415tffg1158-2       ffg1158        -2       xc7vx415t
xc7vx415tffg1158-2L      ffg1158        -2L      xc7vx415t
xc7vx415tffg1158-3       ffg1158        -3       xc7vx415t
xc7vx415tffg1927-1       ffg1927        -1       xc7vx415t
xc7vx415tffg1927-2       ffg1927        -2       xc7vx415t
xc7vx415tffg1927-2L      ffg1927        -2L      xc7vx415t
xc7vx415tffg1927-3       ffg1927        -3       xc7vx415t
xc7vx415tffv1157-1       ffv1157        -1       xc7vx415t
xc7vx415tffv1157-2       ffv1157        -2       xc7vx415t
xc7vx415tffv1157-2L      ffv1157        -2L      xc7vx415t
xc7vx415tffv1157-3       ffv1157        -3       xc7vx415t
xc7vx415tffv1158-1       ffv1158        -1       xc7vx415t
xc7vx415tffv1158-2       ffv1158        -2       xc7vx415t
xc7vx415tffv1158-2L      ffv1158        -2L      xc7vx415t
xc7vx415tffv1158-3       ffv1158        -3       xc7vx415t
xc7vx415tffv1927-1       ffv1927        -1       xc7vx415t
xc7vx415tffv1927-2       ffv1927        -2       xc7vx415t
xc7vx415tffv1927-2L      ffv1927        -2L      xc7vx415t
xc7vx415tffv1927-3       ffv1927        -3       xc7vx415t
